topsecondlayerid,accessorytypethree,usekitwarmuppants,usewardrobeaccessory,bottomsecondlayertexturevariation,socktexturevariation,shoeid,usekitaccessory,accessorytypeone,accessorytypefour,useplayerarms,gkgloves,sockid,usewardrobesock,useshoe,useplayerlegs,leglength,accessorytypeonevariation,jerseykitid,gkglovetype,usekitgkgloves,gender,useplayershadow,bottomtexturevariation,usekitwarmupjacket,accessorytypefourvariation,outfitarmlength,bottomid,shortskitid,usekitsock,shoedesign,sockskitid,accessorytypethreevariation,topsecondlayertexturevariation,topbasetexturevariation,usekitwarmupbib,outfitid,usekitbottom,topbaseid,bottomsecondlayerid,accessorytypetwovariation,accessorytypetwo
1,0,0,1,5,0,641,0,0,0,0,0,9999,1,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,3,0,80035,0,100600,401525,0,0
200090,0,0,1,2,0,817,0,0,0,0,0,9999,1,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,2,0,0,80036,0,1,400071,0,0
122040,0,0,1,9,0,645,0,0,0,0,0,9999,1,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,80037,0,1,422050,0,0
122040,0,0,1,9,0,645,0,0,0,0,0,9999,1,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,80038,0,1,422050,0,0
100900,0,0,1,77,0,0,0,0,0,0,0,9999,1,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,55,0,0,80039,0,1,400500,0,0
122165,0,0,1,9,0,641,0,0,0,0,0,9999,1,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,2,0,0,80040,0,1,422025,0,0
200069,0,0,1,0,0,901,0,240,0,0,0,9999,1,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,80041,0,100010,400070,0,0
200070,0,0,1,0,0,851,0,0,0,0,0,9999,1,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,80042,0,100020,400070,0,0
1,0,0,1,1,1,578,0,0,0,0,0,11,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,80043,0,104000,401570,0,0
200070,0,0,1,2,0,800,0,0,0,0,0,9999,1,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,2,5,0,80044,0,100010,400070,0,0
200070,0,0,1,0,0,820,0,0,0,0,0,9999,1,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,6,0,0,80045,0,100020,400071,0,0
1,0,0,1,4,0,999,0,0,0,0,0,9999,1,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,4,0,80046,0,100600,400500,0,0
1,0,0,1,0,0,820,0,241,0,0,0,9999,1,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,80047,0,100010,400070,0,0
250049,844,0,1,0,0,909,0,845,0,0,0,9999,1,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,80048,0,1,450035,0,0
250002,0,0,1,0,0,901,0,0,0,0,0,9999,1,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,80049,0,1,450002,0,0
1,0,0,1,4,0,0,0,0,0,0,0,9999,1,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,80050,0,100800,400500,0,0
200069,0,0,1,3,0,800,0,0,0,0,0,9999,1,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,3,2,0,80051,0,100020,400070,0,0
200069,0,0,1,3,0,821,0,0,0,0,0,9999,1,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,3,0,0,80056,0,100020,400070,0,0
200069,0,0,1,0,0,999,0,240,0,0,0,9999,1,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,80057,0,100010,1,0,0
200018,0,0,1,0,0,999,0,240,0,0,0,9999,1,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,80058,0,100010,1,0,0
1,0,0,1,0,0,999,0,0,0,0,0,9999,1,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,80059,0,100020,1,0,0
200090,0,0,1,0,0,999,0,0,0,0,0,9999,1,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,80060,0,100020,1,0,0
200069,0,0,1,0,0,999,0,0,0,0,0,9999,1,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,80061,0,100010,1,0,0
1,0,0,1,0,0,999,0,0,0,0,0,9999,1,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,2,0,80062,0,100011,1,0,0
1,0,0,1,0,0,999,0,0,0,0,0,9999,1,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,80063,0,100020,1,0,0
200090,0,0,1,0,0,999,0,0,0,0,0,9999,1,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,80064,0,100020,1,0,0
122010,0,0,1,11,0,645,0,0,0,0,0,9999,1,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,80065,0,1,422015,0,0
122010,0,0,1,1,28,525,0,0,0,0,0,11,1,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,80066,0,1,422055,0,0
122010,0,0,1,3,28,645,0,0,0,0,0,11,1,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,80067,0,1,422055,0,0
101680,0,0,1,42,28,525,0,0,0,0,0,11,1,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,5,0,80068,0,100303,400603,0,0
101680,0,0,1,43,28,645,0,0,0,0,0,11,1,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,5,0,80069,0,100303,400603,0,0
122160,0,0,1,4,0,748,0,0,0,0,0,11,1,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,80070,0,1,422025,0,0
122250,0,0,1,3,0,734,0,0,0,0,0,12,1,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,6,0,0,80071,0,1,422135,0,0
122135,0,0,1,3,0,725,0,0,0,0,0,12,1,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,3,0,0,80072,0,1,422135,0,0
122250,0,0,1,2,0,652,0,0,0,0,0,11,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,7,0,0,80073,0,1,422055,0,0
122195,0,0,1,2,0,555,0,0,0,0,0,12,1,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,8,0,0,80074,0,1,422130,0,0
101600,0,0,1,0,0,662,0,0,0,0,0,11,1,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,80075,0,1,401500,0,0
200018,0,0,1,0,0,820,0,240,0,0,0,9999,1,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,5,0,0,80076,0,100010,400070,0,0
200070,0,0,1,3,0,820,0,0,0,0,0,9999,1,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,3,0,0,80077,0,100011,400070,0,0
200086,0,0,1,0,0,820,0,0,0,0,0,9999,1,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,80078,0,100011,400070,0,0
122335,0,0,1,0,0,560,0,0,0,0,0,12,1,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,3,0,0,80079,0,1,422105,0,0
122115,0,0,1,4,0,558,0,0,0,0,0,11,1,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,80080,0,1,422075,0,0
200070,0,0,1,11,0,830,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,11,1,0,80081,0,100020,400070,0,0
124011,0,0,1,3,0,830,0,0,0,0,0,9999,1,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,3,0,0,80082,0,1,424011,0,0
1,0,0,1,0,0,810,0,0,0,0,0,9999,1,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,80083,0,100012,400070,0,0
200010,0,0,1,1,0,815,0,200,0,0,0,9999,1,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,2,1,0,80084,0,100020,400071,0,0
200060,0,0,1,4,0,820,0,241,0,0,0,13,1,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,7,0,80085,0,100010,400070,0,0
200060,0,0,1,0,0,820,0,241,0,0,0,13,1,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,4,7,0,80086,0,100010,400070,0,0
200060,0,0,1,0,0,820,0,241,0,0,0,13,1,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,2,7,0,80087,0,100010,400070,0,0
200060,0,0,1,0,0,820,0,241,0,0,0,13,1,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,3,7,0,80088,0,100010,400070,0,0
200060,0,0,1,0,0,820,0,241,0,0,0,13,1,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,7,0,80089,0,100010,400070,0,0
200025,0,0,1,0,0,820,0,240,0,0,0,13,1,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,6,0,0,80090,0,100010,400070,0,0
200025,0,0,1,0,0,820,0,240,0,0,0,13,1,1,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,80091,0,100010,400070,0,0
200025,0,0,1,1,0,821,0,240,0,0,0,13,1,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,80092,0,100010,400070,0,0
200025,0,0,1,2,0,822,0,240,0,0,0,13,1,1,0,0,10,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,2,1,0,80093,0,100010,400070,0,0
200025,0,0,1,3,0,821,0,240,0,0,0,13,1,1,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,3,0,0,80094,0,100010,400070,0,0
200025,0,0,1,4,0,821,0,240,0,0,0,13,1,1,0,0,7,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,4,0,0,80095,0,100010,400070,0,0
200025,0,0,1,5,0,820,0,240,0,0,0,13,1,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,5,0,0,80096,0,100010,400070,0,0
124011,0,0,1,0,0,830,0,0,0,0,0,9999,1,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,80097,0,1,424011,0,0
124011,0,0,1,1,0,830,0,0,0,0,0,9999,1,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,80098,0,1,424011,0,0
124011,0,0,1,2,0,830,0,0,0,0,0,9999,1,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,2,0,0,80099,0,1,424011,0,0
124006,0,0,1,0,0,830,0,0,0,0,0,9999,1,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,80100,0,1,424006,0,0
124006,0,0,1,1,0,830,0,0,0,0,0,9999,1,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,80101,0,1,424006,0,0
124006,0,0,1,2,0,830,0,0,0,0,0,9999,1,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,2,0,0,80102,0,1,424006,0,0
124006,0,0,1,3,0,830,0,0,0,0,0,9999,1,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,3,0,0,80103,0,1,424006,0,0
124016,0,0,1,0,0,830,0,0,0,0,0,9999,1,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,80104,0,1,424016,0,0
124016,0,0,1,1,0,830,0,0,0,0,0,9999,1,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,80105,0,1,424016,0,0
124016,0,0,1,2,0,830,0,0,0,0,0,9999,1,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,2,0,0,80106,0,1,424016,0,0
124016,0,0,1,3,0,830,0,0,0,0,0,9999,1,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,3,0,0,80107,0,1,424016,0,0
200060,0,0,1,0,0,830,0,0,0,0,0,9999,1,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,80108,0,100011,400070,0,0
200060,0,0,1,0,0,830,0,0,0,0,0,9999,1,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,2,0,0,80109,0,100011,400070,0,0
200060,0,0,1,0,0,830,0,0,0,0,0,9999,1,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,3,0,0,80110,0,100011,400070,0,0
200060,0,0,1,0,0,830,0,0,0,0,0,9999,1,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,4,0,0,80111,0,100011,400070,0,0
200025,0,0,1,0,0,830,0,0,0,0,0,13,1,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,6,0,0,80112,0,100012,400070,0,0
200025,0,0,1,0,0,820,0,0,0,0,0,13,1,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,80113,0,100010,400070,0,0
200025,0,0,1,1,0,830,0,0,0,0,0,9999,1,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,80114,0,100012,400070,0,0
200025,0,0,1,2,0,830,0,0,0,0,0,9999,1,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,2,0,0,80115,0,100012,400070,0,0
200025,0,0,1,3,0,830,0,0,0,0,0,9999,1,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,3,0,0,80116,0,100012,400070,0,0
200025,0,0,1,4,0,830,0,0,0,0,0,13,1,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,4,0,0,80117,0,100012,400070,0,0
200025,0,0,1,5,0,830,0,0,0,0,0,13,1,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,5,0,0,80118,0,100012,400070,0,0
122345,0,0,1,0,0,550,0,0,0,0,0,12,1,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,80119,0,1,422020,0,0
122200,0,0,0,47,0,743,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,19,0,0,80120,0,1,422125,0,0
122050,0,0,0,5,0,733,0,0,0,0,0,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,7,0,0,80121,0,1,422025,0,0
122050,0,0,0,5,0,733,0,0,0,0,0,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,80122,0,1,422025,0,0
122050,0,0,0,5,0,733,0,0,0,0,0,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,7,0,0,80123,0,1,422025,0,0
122050,0,0,0,5,0,733,0,0,0,0,0,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,7,0,0,80124,0,1,422025,0,0
122125,0,0,0,2,0,575,0,0,0,0,0,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,34,0,0,80125,0,1,422075,0,0
125010,0,0,0,0,0,820,0,0,0,0,0,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,80126,0,1,400070,0,0
200070,0,0,0,0,0,820,0,240,0,0,0,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,2,0,0,80127,0,100010,400070,0,0
200076,0,0,0,1,0,820,0,0,0,0,0,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,80128,0,1,400080,0,0
200069,0,0,0,12,0,831,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,12,1,0,80129,0,101515,400070,0,0
125005,0,0,0,1,0,831,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,80130,0,1,425005,0,0
101505,0,0,0,13,1,820,0,0,0,0,0,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,80131,0,1,400070,0,0
200081,0,0,0,13,1,850,0,0,0,0,0,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,80132,0,1,400070,0,0
122170,0,0,0,1,0,726,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,80133,0,1,422050,0,0
103000,0,0,0,41,0,725,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,5,0,80134,0,1,300800,0,0
104000,0,0,0,5,0,747,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,8,0,0,80135,0,1,300801,0,0
122205,0,0,0,0,0,555,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,80136,0,1,422115,0,0
125000,0,0,0,0,0,851,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,80137,0,1,425000,0,0
124050,0,0,0,0,0,850,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,80138,0,1,425000,0,0
0,0,0,1,0,2,553,0,0,0,1,0,11,1,1,0,0,0,11,0,0,0,1,0,0,0,-1,1,0,0,0,0,0,0,0,0,123456,0,1,401525,0,0
122015,0,0,1,0,1,549,0,0,0,1,0,11,1,1,0,0,0,11,0,0,0,1,0,0,0,-1,1,0,0,0,0,0,5,0,0,123457,0,1,401525,0,0
122335,0,0,1,1,35,548,0,0,0,1,0,11,1,1,0,0,0,11,0,0,0,1,0,0,0,-1,1,0,0,0,0,0,3,0,0,123458,0,1,400074,0,0
100303,0,0,1,0,0,558,0,0,0,1,0,11,1,1,0,0,0,11,0,0,0,1,0,0,0,-1,1,0,0,0,0,0,2,0,0,123459,0,1,450046,0,0
122070,0,0,1,0,1,579,0,0,0,1,0,11,1,1,0,0,0,0,0,0,0,1,0,0,0,-1,1,0,0,0,0,0,4,0,0,123460,0,1,450042,0,0
122105,0,0,1,0,1,626,0,0,0,1,0,11,1,1,0,0,0,0,0,0,0,1,0,0,0,-1,1,0,0,0,0,0,1,0,0,123461,0,1,450042,0,0
0,0,0,1,0,0,687,0,0,0,1,0,12,1,1,0,0,0,11,0,0,0,1,0,0,0,-1,1,0,0,0,0,0,0,0,0,123462,0,1,400075,0,0
0,0,0,1,1,0,573,0,0,0,1,0,12,1,1,0,0,0,11,0,0,0,1,0,0,0,-1,1,0,0,0,0,0,0,0,0,123463,0,1,422050,0,0
0,0,0,1,0,0,575,0,0,0,1,0,12,1,1,0,0,0,11,0,0,0,1,0,0,0,-1,1,0,0,0,0,0,0,0,0,123464,0,1,401565,0,0
0,0,0,1,0,0,729,0,0,0,1,0,12,1,1,0,0,0,11,0,0,0,1,0,0,0,-1,1,0,0,0,0,0,0,0,0,123465,0,1,401570,0,0
100904,0,0,1,30,0,618,0,0,0,1,0,12,1,1,0,0,0,0,0,0,0,1,0,0,0,-1,1,0,0,0,0,0,0,0,0,123466,0,1,300800,0,0
122330,0,0,1,4,0,618,0,0,0,1,0,12,1,1,0,0,0,0,0,0,0,1,0,0,0,-1,1,0,0,0,0,0,4,0,0,123467,0,1,422105,0,0
200090,0,0,1,0,0,551,0,0,0,1,0,9999,1,1,0,-1,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,190030,0,1,400074,0,0
200069,0,0,1,0,0,820,0,240,0,0,0,9999,1,1,0,-1,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,190209,0,100010,400070,0,0
200069,0,0,1,0,0,820,0,240,0,0,0,9999,1,1,0,-1,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,190210,0,100010,400070,0,0
200069,0,0,1,1,0,820,0,240,0,0,0,9999,1,1,0,-1,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,1,1,0,190211,0,100010,400070,0,0
200069,0,0,1,2,0,820,0,240,0,0,0,9999,1,1,0,-1,2,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,2,2,0,190212,0,100010,400070,0,0
200069,0,0,1,3,0,820,0,240,0,0,0,9999,1,1,0,-1,3,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,3,3,0,190213,0,100010,400070,0,0
200069,0,0,1,4,0,820,0,240,0,0,0,9999,1,1,0,-1,4,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,4,4,0,190214,0,100010,400070,0,0
200069,0,0,1,2,0,820,0,240,0,0,0,9999,1,1,0,-1,5,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,2,0,0,190215,0,100010,400070,0,0
200069,0,0,1,3,0,820,0,240,0,0,0,9999,1,1,0,-1,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,3,4,0,190216,0,100010,400070,0,0
200069,0,0,1,1,0,820,0,240,0,0,0,9999,1,1,0,-1,11,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,1,0,0,190217,0,100010,400070,0,0
200069,0,0,1,2,0,820,0,240,0,0,0,9999,1,1,0,-1,2,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,2,2,0,190218,0,100010,400070,0,0
200069,0,0,1,3,0,820,0,240,0,0,0,9999,1,1,0,-1,5,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,3,2,0,190219,0,100010,400070,0,0
200069,0,0,1,0,0,820,0,242,0,0,0,9999,1,1,0,-1,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,190220,0,100010,400070,0,0
200069,0,0,1,0,0,820,0,0,0,0,0,9999,1,1,0,-1,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,190230,0,100011,400070,0,0
200069,0,0,1,2,0,820,0,0,0,0,0,9999,1,1,0,-1,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,2,1,0,190231,0,100011,400070,0,0
200069,0,0,1,0,0,820,0,0,0,0,0,9999,1,1,0,-1,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,2,2,0,190232,0,100011,400070,0,0
200069,0,0,1,1,0,820,0,0,0,0,0,9999,1,1,0,-1,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,1,3,0,190233,0,100011,400070,0,0
200069,0,0,1,4,0,820,0,0,0,0,0,9999,1,1,0,-1,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,4,4,0,190234,0,100011,400070,0,0
200069,0,0,1,3,0,820,0,0,0,0,0,9999,1,1,0,-1,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,3,4,0,190235,0,100011,400070,0,0
200069,0,0,1,1,0,820,0,0,0,0,0,9999,1,1,0,-1,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,1,6,0,190236,0,100011,400070,0,0
200069,0,0,1,0,0,820,0,0,0,0,0,9999,1,1,0,-1,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,190237,0,100011,400070,0,0
200069,0,0,1,4,0,820,0,0,0,0,0,9999,1,1,0,-1,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,4,2,0,190238,0,100011,400070,0,0
200069,0,0,1,2,0,820,0,0,0,0,0,9999,1,1,0,-1,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,2,6,0,190239,0,100011,400070,0,0
200069,0,0,1,3,0,820,0,0,0,0,0,9999,1,1,0,-1,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,3,0,0,190240,0,100010,400070,0,0
0,0,0,1,1,0,808,0,0,0,0,0,9999,1,1,0,-1,0,0,0,0,0,0,0,0,0,100040,1,0,0,0,0,0,0,4,0,190610,0,100600,400100,0,0
0,0,0,1,4,0,553,0,0,0,0,0,9999,1,1,0,-1,0,0,0,0,0,0,0,0,0,100041,1,0,0,0,0,0,0,0,0,190620,0,100600,400500,0,0
200400,0,0,1,0,0,553,0,182,0,0,0,9999,1,1,0,0,0,0,0,0,0,1,0,0,0,0,300800,0,0,0,0,0,0,0,0,190800,0,100400,400200,0,172
200100,0,0,1,0,0,550,0,172,0,0,0,9999,1,1,0,0,0,0,0,0,0,1,2,0,0,0,300800,0,0,0,0,0,0,0,0,190801,0,101501,400400,0,114
200109,0,0,1,0,0,554,0,172,0,0,0,9999,1,1,0,0,0,0,0,0,0,1,2,0,0,0,300801,0,0,0,0,0,0,0,0,190802,0,103000,400700,0,228
200403,0,0,1,0,0,560,0,182,0,0,0,9999,1,1,0,0,0,0,0,0,0,1,1,0,0,0,300800,0,0,0,0,0,0,0,0,190803,0,101500,400601,0,230
200701,0,0,1,0,0,557,0,182,0,0,0,9999,1,1,0,0,0,0,0,0,0,1,0,0,0,0,300801,0,0,0,0,0,0,0,0,190804,0,100600,400600,0,234
1,0,0,1,0,0,550,0,0,0,0,0,9999,1,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,191800,0,104000,400300,0,0
0,0,0,1,0,0,552,0,0,0,0,0,9999,1,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,191801,0,101500,400600,0,0
0,0,0,1,0,0,553,0,0,0,0,0,9999,1,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,191802,0,103000,400600,0,0
200400,0,0,1,0,0,551,0,0,0,0,0,9999,1,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,191803,0,100400,400300,0,0
200400,0,0,1,0,0,554,0,0,0,0,0,9999,1,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,191804,0,100700,400300,0,0
200400,0,0,1,0,0,563,0,0,0,0,0,9999,1,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,9,0,191805,0,100600,401200,0,0
0,0,0,1,0,0,558,0,0,0,0,0,9999,1,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,191806,0,100602,401200,0,0
0,0,0,1,0,0,562,0,0,0,0,0,9999,1,1,0,0,0,0,0,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,191807,0,102000,400400,0,0
0,0,0,1,0,0,557,0,0,0,0,0,9999,1,1,0,0,0,0,0,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,191808,0,101400,400200,0,0
0,0,0,1,0,0,552,0,0,0,0,0,11,1,1,0,0,0,0,0,0,0,1,2,0,0,0,300800,0,0,0,0,0,0,0,0,191810,0,101400,400600,0,0
0,0,0,1,0,0,553,0,0,0,0,0,9999,1,1,0,0,0,0,0,0,0,1,0,0,0,0,300800,0,0,0,0,0,0,0,0,191811,0,100600,1,0,0
