firstnameid,lastnameid,playerjerseynameid,commonnameid,role4,role3,gkglovetypecode,role5,role2,role1,eyebrowcode,skintypecode,haircolorcode,facialhairtypecode,curve,jerseystylecode,agility,tattooback,accessorycode4,gksavetype,positioning,tattooleftarm,hairtypecode,facepsdlayer0,standingtackle,preferredposition3,longpassing,penalties,animfreekickstartposcode,lipcolor,isretiring,longshots,gkdiving,icontrait2,interceptions,shoecolorcode2,crossing,potential,gkreflexes,finishingcode1,reactions,composure,skinsurfacepack,vision,contractvaliduntil,finishing,dribbling,slidingtackle,accessorycode3,preferredposition5,accessorycolourcode1,headtypecode,driref,sprintspeed,undershortstyle,height,hasseasonaljersey,tattoohead,preferredposition2,strength,shoetypecode,birthdate,preferredposition1,tattooleftleg,skinmakeup,ballcontrol,phypos,shotpower,trait1,socklengthcode,weight,hashighqualityhead,eyedetail,tattoorightarm,icontrait1,balance,gender,headassetid,gkkicking,defspe,internationalrep,preferredposition6,shortpassing,freekickaccuracy,skillmoves,faceposerpreset,artificialkey,usercaneditname,avatarpomid,finishingcode2,aggression,acceleration,paskic,headingaccuracy,iscustomized,preferredposition7,runningcode2,modifier,gkhandling,eyecolorcode,jerseysleevelengthcode,sockstylecode,accessorycolourcode3,accessorycode1,playerjointeamdate,headclasscode,tattoofront,nationality,preferredfoot,sideburnscode,weakfootabilitytypecode,jumping,personality,gkkickstyle,stamina,playerid,accessorycolourcode4,gkpositioning,headvariation,skillmoveslikelihood,trait2,shohan,skintonecode,shortstyle,overallrating,smallsidedshoetypecode,emotion,runstylecode,facepsdlayer1,muscularitycode,skincomplexion,jerseyfit,accessorycode2,shoedesigncode,shoecolorcode1,hairstylecode,bodytypecode,animpenaltiesstartposcode,pacdiv,defensiveawareness,runningcode1,preferredposition4,volleys,accessorycolourcode2,tattoorightleg,facialhaircolorcode
8613,31313,31313,0,0,0,0,0,0,11,30301,0,20,16,28,0,44,0,0,0,29,0,1089,0,63,-1,29,33,0,0,0,24,9,0,46,0,22,54,10,0,45,41,223101,32,2028,22,20,54,0,-1,0,1508,31,61,0,187,0,0,-1,53,0,152444,5,0,0,34,54,37,0,0,73,0,0,0,0,56,0,31050,11,52,1,-1,33,24,1,0,166,0,0,0,49,60,29,47,0,-1,0,0,10,3,0,1,0,0,161517,1,0,14,1,0,3,48,3,0,63,31050,0,8,0,1,0,26,2,0,50,500,3,0,0,0,1,2,0,0,0,0,4,0,61,45,0,-1,21,0,0,20
32553,20607,20607,0,0,0,0,0,0,11,30301,0,1,259,23,0,48,0,0,0,24,0,162,0,57,-1,28,36,0,0,0,17,5,0,50,0,26,54,12,0,45,40,223101,31,2028,20,25,60,0,-1,0,1542,33,60,0,182,0,0,-1,53,0,152444,5,0,0,32,53,34,0,0,78,0,0,0,0,62,0,31051,12,52,1,-1,33,21,1,0,167,0,0,0,46,64,29,49,0,-1,0,0,14,6,0,1,0,0,161517,1,0,14,1,0,3,50,3,0,59,31051,0,9,0,1,0,23,1,0,50,500,3,0,0,0,1,2,0,0,0,0,3,0,62,48,0,-1,23,0,0,3
23546,10598,10598,0,0,0,0,0,0,11,1140503,0,16,0,27,0,46,0,0,0,20,0,286,0,57,-1,20,30,0,0,0,23,8,0,52,0,20,54,8,0,43,40,223101,34,2028,15,27,59,0,-1,0,5500,31,59,0,155,0,0,-1,50,0,152444,5,0,0,26,52,38,0,0,54,0,0,0,0,55,1,31052,9,55,1,-1,25,28,1,0,168,0,0,0,48,58,25,49,0,-1,0,0,6,6,0,1,0,0,161628,1,0,14,1,0,3,47,4,0,62,31052,0,15,0,1,0,23,1,0,50,500,3,0,0,0,1,0,0,0,0,0,9,0,59,54,0,-1,21,0,0,19
12321,10297,10297,0,0,0,0,0,0,11,1140503,0,20,0,20,0,42,0,0,0,22,0,386,0,58,-1,25,31,0,0,0,16,12,0,49,0,20,54,7,0,46,42,223101,32,2028,24,28,53,0,-1,0,10005,33,63,0,165,0,0,-1,51,0,152444,5,0,0,29,51,30,0,0,63,0,0,0,0,58,1,31053,15,53,1,-1,27,22,1,0,169,0,0,0,49,57,26,43,0,-1,0,0,10,9,0,1,0,0,161517,1,0,14,1,0,3,41,4,0,56,31053,0,7,0,1,0,24,9,0,49,500,3,0,0,0,1,0,0,0,0,0,8,0,60,53,0,-1,23,0,0,20
29095,32299,32299,0,0,0,0,0,0,11,1140503,0,5,0,26,0,49,0,0,0,28,0,911,0,60,-1,27,34,0,0,0,20,10,0,52,0,29,54,6,0,48,42,223101,30,2028,15,20,55,0,-1,0,5516,31,58,0,178,0,0,-1,56,0,152444,5,0,0,30,55,39,0,0,75,0,0,0,0,63,1,31054,14,54,1,-1,26,21,1,0,170,0,0,0,49,62,27,40,0,-1,0,0,12,1,0,1,0,0,161517,1,0,14,1,0,3,46,2,0,60,31054,0,15,0,1,0,23,3,0,50,500,3,0,0,0,1,0,0,0,0,0,1,0,60,53,0,-1,23,0,0,5
23547,29539,29539,0,0,0,0,0,0,11,1140503,0,3,0,21,0,40,0,0,0,26,0,385,0,64,-1,26,31,0,0,0,16,10,0,45,0,29,53,7,0,43,42,223101,31,2028,17,22,59,0,-1,0,10005,31,61,0,161,0,0,-1,53,0,152444,5,0,0,32,54,31,0,0,59,0,0,0,0,58,1,31055,6,54,1,-1,27,26,1,0,171,0,0,0,47,64,28,44,0,-1,0,0,11,9,0,1,0,0,161517,1,0,14,1,0,3,45,2,0,63,31055,0,10,0,1,0,21,6,0,50,500,3,0,0,0,1,0,0,0,0,0,8,0,62,52,0,-1,25,0,0,3
33651,12375,12378,12378,0,0,0,0,0,11,1140503,0,21,0,20,0,42,0,0,0,27,0,514,0,64,-1,24,31,0,0,0,22,7,0,50,0,28,55,12,0,41,39,223101,28,2028,19,23,57,0,-1,0,6030,31,58,0,159,0,0,-1,53,0,152444,5,0,0,30,53,38,0,0,57,0,0,0,0,62,1,31056,7,55,1,-1,27,25,1,0,172,0,0,0,48,55,27,42,0,-1,0,0,11,9,0,1,0,0,161517,1,0,14,1,0,3,41,3,0,59,31056,0,7,0,1,0,25,4,0,50,500,3,0,0,0,1,0,0,0,0,0,9,0,57,53,0,-1,28,0,0,21
1664,33481,33481,0,0,0,0,0,0,11,1140503,0,1,0,27,0,40,0,0,0,21,0,599,0,62,-1,27,36,0,0,0,17,13,0,46,0,20,54,9,0,49,42,223101,30,2028,22,21,56,0,-1,0,9015,28,56,0,166,0,0,-1,48,0,152444,5,0,0,25,50,35,0,0,61,0,0,0,0,56,1,31057,5,53,1,-1,28,23,1,0,173,0,0,0,43,55,26,40,0,-1,0,0,15,1,0,1,0,0,161517,1,0,14,1,0,3,36,4,0,63,31057,0,6,0,1,0,25,2,0,48,500,3,0,0,0,1,0,0,0,0,0,8,0,56,52,0,-1,27,0,0,6
29211,8917,8917,0,0,0,0,0,0,11,1140503,0,21,0,20,0,49,0,0,0,29,0,749,0,63,-1,26,38,0,0,0,20,6,0,49,0,23,54,8,0,43,42,223101,31,2028,17,27,61,0,-1,0,10018,32,56,0,179,0,0,-1,48,0,152444,5,0,0,27,51,30,0,0,75,0,0,0,0,57,1,31058,13,54,1,-1,26,27,1,0,174,0,0,0,44,61,26,46,0,-1,0,0,8,9,0,1,0,0,161517,1,0,14,1,0,3,44,4,0,63,31058,0,10,0,1,0,22,10,0,49,500,3,0,0,0,1,0,0,0,0,0,1,0,58,48,0,-1,20,0,0,21
22277,14886,14886,0,0,0,0,0,0,11,1140503,0,2,0,24,0,43,0,0,0,27,0,268,0,55,-1,25,33,0,0,0,15,12,0,50,0,27,54,10,0,46,39,223101,25,2028,20,27,59,0,-1,0,5517,32,60,0,167,0,0,-1,57,0,152444,5,0,0,26,55,32,0,0,64,0,0,0,0,60,1,31059,15,52,1,-1,32,25,1,0,175,0,0,0,41,64,28,43,0,-1,0,0,14,6,0,1,0,0,161517,1,0,14,1,0,3,48,2,0,62,31059,0,13,0,1,0,23,2,0,49,500,3,0,0,0,1,0,0,0,0,0,9,0,62,51,0,-1,26,0,0,2
26926,17546,17546,0,0,0,0,0,0,11,1140503,0,19,0,29,0,46,0,0,0,21,0,461,0,60,-1,28,39,0,0,0,19,8,0,53,0,28,54,9,0,47,38,223101,26,2028,17,28,56,0,-1,0,7049,35,62,0,171,0,0,-1,50,0,152444,5,0,0,34,51,37,0,0,68,0,0,0,0,60,1,31060,6,54,1,-1,28,26,1,0,176,0,0,0,43,57,28,49,0,-1,0,0,12,5,0,1,0,0,161517,1,0,14,1,0,3,46,2,0,60,31060,0,7,0,1,0,23,3,0,50,500,3,0,0,0,1,0,0,0,0,0,2,0,60,49,0,-1,25,0,0,19
11066,29212,29212,0,0,0,0,0,0,11,1140503,0,0,0,26,0,43,0,0,0,25,0,747,0,63,-1,26,38,0,0,0,18,12,0,53,0,24,54,10,0,49,37,223101,28,2028,20,23,57,0,-1,0,6505,29,63,0,169,0,0,-1,49,0,152444,5,0,0,25,50,31,0,0,65,0,0,0,0,57,1,31061,7,55,1,-1,26,23,1,0,177,0,0,0,41,56,26,46,0,-1,0,0,10,9,0,1,0,0,161517,1,0,14,1,0,3,42,3,0,61,31061,0,11,0,1,0,23,8,0,50,500,3,0,0,0,1,0,0,0,0,0,7,0,60,51,0,-1,21,0,0,0
24525,17502,17505,17505,0,0,0,0,0,11,1140503,0,21,0,20,0,44,0,0,0,21,0,520,0,55,-1,27,34,0,0,0,18,6,0,51,0,29,51,6,0,43,35,223101,29,2028,18,23,59,0,-1,0,6021,30,63,0,163,0,0,-1,56,0,152444,5,0,0,26,55,36,0,0,60,0,0,0,0,63,1,31062,7,50,1,-1,28,26,1,0,178,0,0,0,43,57,28,41,0,-1,0,0,8,9,0,1,0,0,161517,1,0,14,1,0,3,44,3,0,63,31062,0,11,0,1,0,23,4,0,48,500,3,0,0,0,1,0,0,0,0,0,8,0,60,45,0,-1,27,0,0,21
10503,18308,10506,10506,0,0,0,0,0,11,1140503,0,3,0,20,0,44,0,0,0,21,0,900,0,63,-1,28,33,0,0,0,24,7,0,48,0,20,52,6,0,44,36,223101,31,2028,15,20,53,0,-1,0,10506,28,61,0,174,0,0,-1,48,0,152444,5,0,0,26,49,31,0,0,69,0,0,0,0,60,1,31063,12,54,1,-1,27,24,1,0,179,0,0,0,46,58,26,42,0,-1,0,0,13,3,0,1,0,0,161517,1,0,14,1,0,3,37,4,0,55,31063,0,14,0,1,0,22,5,0,49,500,3,0,0,0,1,0,0,0,0,0,3,0,60,53,0,-1,29,0,0,3
31286,28712,28712,0,0,0,0,0,0,11,1140503,0,1,0,24,0,43,0,0,0,27,0,437,0,64,-1,24,37,0,0,0,19,12,0,54,0,20,57,9,0,49,35,223101,27,2028,23,25,60,0,-1,0,9510,33,55,0,173,0,0,-1,54,0,152444,5,0,0,32,53,39,0,0,64,0,0,0,0,63,1,31064,8,57,1,-1,28,27,1,0,180,0,0,0,46,59,25,44,0,-1,0,0,7,6,0,1,0,0,161517,1,0,14,1,0,3,44,4,0,60,31064,0,5,0,1,0,26,1,0,52,500,3,0,0,0,1,0,0,0,0,0,1,0,57,54,0,-1,24,0,0,3
26303,5452,5452,0,0,0,0,0,0,11,1140503,0,20,0,21,0,43,0,0,0,27,0,918,0,58,-1,29,38,0,0,0,24,10,0,45,0,23,54,6,0,41,39,223101,33,2028,19,25,56,0,-1,0,9529,32,62,0,166,0,0,-1,52,0,152444,5,0,0,32,51,38,0,0,59,0,0,0,0,59,1,31065,6,53,1,-1,27,23,1,0,181,0,0,0,42,56,27,47,0,-1,0,0,15,3,0,1,0,0,161517,1,0,14,1,0,3,46,2,0,56,31065,0,14,0,1,0,25,2,0,49,500,3,0,0,0,1,0,0,0,0,0,9,0,59,54,0,-1,22,0,0,20
10629,11398,11398,0,0,0,0,0,0,11,1140503,0,21,0,24,0,40,0,0,0,22,0,4,0,61,-1,26,33,0,0,0,23,6,0,47,0,26,53,14,0,48,36,223101,31,2028,23,27,53,0,-1,0,6511,33,60,0,160,0,0,-1,49,0,152444,5,0,0,33,50,31,0,0,56,0,0,0,0,63,1,31066,8,53,1,-1,32,21,1,0,182,0,0,0,48,57,29,48,0,-1,0,0,6,9,0,1,0,0,161517,1,0,14,1,0,3,43,3,0,56,31066,0,5,0,1,0,25,9,0,50,500,3,0,0,0,1,0,0,0,0,0,9,0,59,51,0,-1,28,0,0,21
12594,31571,31571,0,0,0,0,0,0,11,1140503,0,6,0,22,0,45,0,0,0,27,0,926,0,56,-1,25,30,0,0,0,23,6,0,50,0,27,54,9,0,40,37,223101,34,2028,15,20,53,0,-1,0,10007,30,56,0,157,0,0,-1,52,0,152444,5,0,0,33,52,37,0,0,55,0,0,0,0,60,1,31067,7,53,1,-1,29,27,1,0,183,0,0,0,47,59,29,49,0,-1,0,0,11,9,0,1,0,0,161517,1,0,14,1,0,3,47,3,0,55,31067,0,8,0,1,0,23,5,0,49,500,3,0,0,0,1,0,0,0,0,0,7,0,57,52,0,-1,22,0,0,6
11976,31169,31169,0,0,0,0,0,0,11,1140503,0,0,0,29,0,44,0,0,0,26,0,1318,0,63,-1,26,31,0,0,0,17,12,0,52,0,21,54,10,0,46,35,223101,32,2028,15,23,55,0,-1,0,6521,29,57,0,178,0,0,-1,56,0,152444,5,0,0,25,54,31,0,0,74,0,0,0,0,55,1,31068,14,55,1,-1,32,23,1,0,184,0,0,0,41,57,28,44,0,-1,0,0,6,9,0,1,0,0,161517,1,0,14,1,0,3,46,4,0,60,31068,0,13,0,1,0,20,8,0,50,500,3,0,0,0,1,0,0,0,0,0,2,0,57,51,0,-1,23,0,0,0
21574,21638,21638,0,0,0,0,0,0,11,1140503,0,5,0,21,0,41,0,0,0,23,0,437,0,62,-1,22,36,0,0,0,22,6,0,52,0,21,55,9,0,40,37,223101,34,2028,22,23,54,0,-1,0,9019,31,64,0,162,0,0,-1,52,0,152444,5,0,0,32,53,36,0,0,59,0,0,0,0,62,1,31069,5,55,1,-1,30,29,1,0,185,0,0,0,46,55,27,46,0,-1,0,0,9,6,0,1,0,0,161517,1,0,14,1,0,3,46,4,0,63,31069,0,9,0,1,0,26,1,0,51,500,3,0,0,0,1,0,0,0,0,0,9,0,60,53,0,-1,24,0,0,20
7159,35979,35979,0,0,0,0,0,0,11,1140503,0,17,0,24,0,49,0,0,0,24,0,739,0,64,-1,25,39,0,0,0,20,5,0,53,0,28,54,14,0,40,41,223101,26,2028,22,25,62,0,-1,0,5504,32,61,0,162,0,0,-1,49,0,152444,5,0,0,29,51,39,0,0,58,0,0,0,0,58,1,31070,11,55,1,-1,31,26,1,0,186,0,0,0,45,58,28,48,0,-1,0,0,12,9,0,1,0,0,161517,1,0,14,1,0,3,44,2,0,60,31070,0,13,0,1,0,26,1,0,51,500,3,0,0,0,1,0,0,0,0,0,9,0,60,48,0,-1,25,0,0,18
1472,4499,4499,0,0,0,0,0,0,11,1140503,0,5,0,24,0,47,0,0,0,24,0,734,0,58,-1,28,39,0,0,0,17,10,0,50,0,29,55,12,0,42,38,223101,32,2028,16,27,59,0,-1,0,7042,32,63,0,160,0,0,-1,57,0,152444,5,0,0,28,54,35,0,0,56,0,0,0,0,64,1,31071,14,52,1,-1,30,27,1,0,187,0,0,0,46,64,29,47,0,-1,0,0,12,3,0,1,0,0,161517,1,0,14,1,0,3,53,2,0,56,31071,0,13,0,1,0,22,5,0,50,500,3,0,0,0,1,0,0,0,0,0,9,0,63,48,0,-1,26,0,0,3
29345,5017,5017,0,0,0,0,0,0,11,1140503,0,21,0,28,0,40,0,0,0,23,0,573,0,57,-1,28,34,0,0,0,17,8,0,49,0,29,56,13,0,44,41,223101,29,2028,23,26,60,0,-1,0,9009,33,57,0,156,0,0,-1,55,0,152444,5,0,0,32,53,34,0,0,55,0,0,0,0,60,1,31072,8,54,1,-1,29,20,1,0,188,0,0,0,44,62,28,49,0,-1,0,0,6,9,0,1,0,0,161517,1,0,14,1,0,3,53,3,0,56,31072,0,15,0,1,0,25,3,0,51,500,3,0,0,0,1,0,0,0,0,0,8,0,59,53,0,-1,29,0,0,21
17025,2881,17026,17026,0,0,0,0,0,11,1140503,0,21,0,26,0,40,0,0,0,23,0,286,0,55,-1,29,37,0,0,0,16,9,0,50,0,25,52,14,0,42,36,223101,34,2028,18,29,53,0,-1,0,6025,34,63,0,172,0,0,-1,48,0,152444,5,0,0,34,49,33,0,0,68,0,0,0,0,63,1,31073,6,52,1,-1,29,23,1,0,189,0,0,0,48,57,29,42,0,-1,0,0,14,9,0,1,0,0,161517,1,0,14,1,0,3,37,3,0,56,31073,0,5,0,1,0,22,4,0,48,500,3,0,0,0,1,0,0,0,0,0,1,0,60,53,0,-1,20,0,0,21
23534,1645,1645,0,0,0,0,0,0,11,1140503,0,3,0,26,0,45,0,0,0,28,0,506,0,63,-1,21,38,0,0,0,16,13,0,50,0,29,55,7,0,41,41,223101,26,2028,24,20,61,0,-1,0,6517,30,64,0,157,0,0,-1,53,0,152444,5,0,0,32,52,36,0,0,55,0,0,0,0,61,1,31074,10,55,1,-1,26,23,1,0,190,0,0,0,49,59,26,42,0,-1,0,0,9,9,0,1,0,0,161517,1,0,14,1,0,3,42,4,0,56,31074,0,9,0,1,0,26,6,0,51,500,3,0,0,0,1,0,0,0,0,0,8,0,62,54,0,-1,24,0,0,3
21699,7848,7848,0,0,0,0,0,0,11,1140503,0,2,0,23,0,47,0,0,0,25,0,452,0,64,-1,28,36,0,0,0,24,6,0,51,0,24,55,8,0,48,37,223101,32,2028,23,23,54,0,-1,0,5508,32,59,0,165,0,0,-1,50,0,152444,5,0,0,30,50,31,0,0,58,0,0,0,0,64,1,31075,9,53,1,-1,31,24,1,0,191,0,0,0,44,60,29,45,0,-1,0,0,11,6,0,1,0,0,161517,1,0,14,1,0,3,47,2,0,55,31075,0,9,0,1,0,26,1,0,50,500,3,0,0,0,1,0,0,0,0,0,7,0,59,46,0,-1,26,0,0,20
37472,13392,13392,0,0,0,0,0,0,11,1140503,0,21,0,23,0,49,0,0,0,29,0,565,0,58,-1,29,35,0,0,0,17,15,0,51,0,24,53,13,0,42,37,223101,33,2028,23,27,53,0,-1,0,10508,34,61,0,171,0,0,-1,48,0,152444,5,0,0,33,50,36,0,0,66,0,0,0,0,56,1,31076,6,52,1,-1,34,21,1,0,192,0,0,0,41,57,30,43,0,-1,0,0,7,1,0,1,0,0,161517,1,0,14,1,0,3,37,2,0,63,31076,0,8,0,1,0,26,3,0,48,500,3,0,0,0,1,0,0,0,0,0,2,0,59,50,0,-1,28,0,0,21
6833,35555,35555,0,0,0,0,0,0,11,1140503,0,21,0,27,0,40,0,0,0,29,0,741,0,63,-1,20,30,0,0,0,20,14,0,49,0,26,56,6,0,49,40,223101,25,2028,16,29,57,0,-1,0,6024,33,63,0,158,0,0,-1,57,0,152444,5,0,0,30,54,32,0,0,55,0,0,0,0,58,1,31077,9,53,1,-1,30,28,1,0,193,0,0,0,41,64,26,45,0,-1,0,0,9,9,0,1,0,0,161517,1,0,14,1,0,3,52,3,0,57,31077,0,12,0,1,0,22,6,0,50,500,3,0,0,0,1,0,0,0,0,0,9,0,63,47,0,-1,21,0,0,21
2566,2927,2927,0,0,0,0,0,0,11,1140503,0,5,0,26,0,42,0,0,0,25,0,557,0,57,-1,22,33,0,0,0,21,14,0,52,0,23,56,13,0,45,39,223101,29,2028,20,20,61,0,-1,0,5510,29,62,0,158,0,0,-1,54,0,152444,5,0,0,29,53,35,0,0,56,0,0,0,0,60,1,31078,9,54,1,-1,28,27,1,0,194,0,0,0,45,59,26,49,0,-1,0,0,7,3,0,1,0,0,161517,1,0,14,1,0,3,48,3,0,59,31078,0,7,0,1,0,24,2,0,50,500,3,0,0,0,1,0,0,0,0,0,8,0,61,50,0,-1,21,0,0,19
30308,20980,20980,0,0,0,0,0,0,11,1140503,0,2,0,22,0,42,0,0,0,26,0,462,0,56,-1,28,37,0,0,0,19,8,0,52,0,27,54,15,0,44,36,223101,32,2028,22,22,60,0,-1,0,5511,28,61,0,175,0,0,-1,57,0,152444,5,0,0,25,54,30,0,0,68,0,0,0,0,57,1,31079,7,51,1,-1,26,29,1,0,195,0,0,0,40,59,28,40,0,-1,0,0,8,6,0,1,0,0,161517,1,0,14,1,0,3,45,4,0,62,31079,0,13,0,1,0,24,1,0,48,500,3,0,0,0,1,0,0,0,0,0,3,0,60,46,0,-1,28,0,0,20
9177,21035,21035,0,0,0,0,0,0,11,1140503,0,3,0,25,0,43,0,0,0,26,0,432,0,56,-1,27,33,0,0,0,23,7,0,47,0,21,52,7,0,46,35,223101,30,2028,16,22,61,0,-1,0,7018,29,63,0,167,0,0,-1,48,0,152444,5,0,0,26,51,39,0,0,63,0,0,0,0,56,1,31080,12,51,1,-1,34,27,1,0,196,0,0,0,43,59,29,45,0,-1,0,0,9,6,0,1,0,0,161517,1,0,14,1,0,3,42,4,0,64,31080,0,10,0,1,0,24,3,0,48,500,3,0,0,0,1,0,0,0,0,0,7,0,61,48,0,-1,26,0,0,3
6385,39695,6388,6388,0,0,0,0,0,11,1140503,0,20,0,27,0,43,0,0,0,25,0,168,0,63,-1,24,36,0,0,0,22,15,0,54,0,27,55,13,0,48,35,223101,34,2028,15,20,62,0,-1,0,5507,30,57,0,172,0,0,-1,53,0,152444,5,0,0,33,53,34,0,0,66,0,0,0,0,55,1,31081,15,54,1,-1,27,24,1,0,197,0,0,0,44,59,28,45,0,-1,0,0,6,6,0,1,0,0,161517,1,0,14,1,0,3,47,2,0,62,31081,0,6,0,1,0,22,3,0,51,500,3,0,0,0,1,0,0,0,0,0,1,0,58,45,0,-1,29,0,0,20
7051,30944,30944,0,0,0,0,0,0,11,1140503,0,19,0,20,0,41,0,0,0,26,0,296,0,61,-1,27,38,0,0,0,15,12,0,45,0,26,56,11,0,47,39,223101,31,2028,20,20,62,0,-1,0,6517,29,63,0,178,0,0,-1,54,0,152444,5,0,0,27,54,33,0,0,70,0,0,0,0,62,1,31082,11,53,1,-1,28,22,1,0,198,0,0,0,46,56,27,47,0,-1,0,0,10,9,0,1,0,0,161517,1,0,14,1,0,3,47,3,0,62,31082,0,11,0,1,0,23,8,0,50,500,3,0,0,0,1,0,0,0,0,0,3,0,60,48,0,-1,23,0,0,19
7888,24719,7870,7870,0,0,0,0,0,11,1140503,0,20,0,22,0,49,0,0,0,21,0,435,0,55,-1,28,34,0,0,0,18,5,0,53,0,22,52,14,0,46,39,223101,32,2028,19,29,58,0,-1,0,7046,33,56,0,166,0,0,-1,56,0,152444,5,0,0,27,54,32,0,0,64,0,0,0,0,58,1,31083,6,53,1,-1,25,20,1,0,199,0,0,0,41,56,26,43,0,-1,0,0,9,9,0,1,0,0,161517,1,0,14,1,0,3,45,3,0,63,31083,0,14,0,1,0,23,5,0,49,500,3,0,0,0,1,0,0,0,0,0,9,0,56,53,0,-1,27,0,0,20
9169,210,210,0,0,0,0,0,0,11,1140503,0,21,0,22,0,42,0,0,0,26,0,749,0,58,-1,20,39,0,0,0,23,11,0,49,0,22,54,6,0,46,38,223101,30,2028,22,28,62,0,-1,0,6516,33,59,0,178,0,0,-1,54,0,152444,5,0,0,31,53,32,0,0,72,0,0,0,0,62,1,31084,12,53,1,-1,30,27,1,0,200,0,0,0,46,59,26,44,0,-1,0,0,6,9,0,1,0,0,161517,1,0,14,1,0,3,43,4,0,57,31084,0,8,0,1,0,25,10,0,50,500,3,0,0,0,1,0,0,0,0,0,1,0,59,51,0,-1,24,0,0,21
26161,4085,4085,0,0,0,0,0,0,11,1140503,0,3,0,23,0,41,0,0,0,29,0,932,0,59,-1,24,30,0,0,0,19,11,0,45,0,21,53,14,0,49,42,223101,28,2028,18,25,58,0,-1,0,10004,31,60,0,165,0,0,-1,57,0,152444,5,0,0,27,53,38,0,0,60,0,0,0,0,63,1,31085,15,51,1,-1,27,27,1,0,201,0,0,0,43,57,25,41,0,-1,0,0,14,9,0,1,0,0,161517,1,0,14,1,0,3,45,4,0,55,31085,0,5,0,1,0,24,6,0,49,500,3,0,0,0,1,0,0,0,0,0,8,0,59,49,0,-1,25,0,0,3
34664,30357,30357,0,0,0,0,0,0,11,1140503,0,15,0,28,0,41,0,0,0,28,0,436,0,57,-1,28,31,0,0,0,21,5,0,45,0,20,53,8,0,45,38,223101,29,2028,20,24,61,0,-1,0,9500,29,57,0,162,0,0,-1,57,0,152444,5,0,0,25,53,37,0,0,58,0,0,0,0,57,1,31086,12,52,1,-1,25,21,1,0,202,0,0,0,41,61,25,41,0,-1,0,0,7,1,0,1,0,0,161517,1,0,14,1,0,3,46,2,0,56,31086,0,6,0,1,0,25,1,0,49,500,3,0,0,0,1,0,0,0,0,0,7,0,59,53,0,-1,22,0,0,3
25456,29623,29623,0,0,0,0,0,0,11,1140503,0,7,0,27,0,48,0,0,0,26,0,905,0,59,-1,25,30,0,0,0,18,7,0,46,0,20,54,14,0,47,39,223101,25,2028,19,28,55,0,-1,0,5526,34,57,0,159,0,0,-1,49,0,152444,5,0,0,32,51,35,0,0,58,0,0,0,0,61,1,31087,14,52,1,-1,33,21,1,0,203,0,0,0,49,62,27,40,0,-1,0,0,12,3,0,1,0,0,161517,1,0,14,1,0,3,39,2,0,59,31087,0,10,0,1,0,23,2,0,49,500,3,0,0,0,1,0,0,0,0,0,9,0,59,51,0,-1,20,0,0,6
33550,12850,12850,0,0,0,0,0,0,11,1140503,0,19,0,28,0,43,0,0,0,24,0,263,0,59,-1,26,37,0,0,0,24,6,0,51,0,23,54,10,0,49,35,223101,26,2028,19,23,53,0,-1,0,9007,30,61,0,155,0,0,-1,52,0,152444,5,0,0,28,50,31,0,0,55,0,0,0,0,56,1,31088,7,54,1,-1,32,24,1,0,204,0,0,0,41,60,28,42,0,-1,0,0,14,3,0,1,0,0,161517,1,0,14,1,0,3,42,3,0,55,31088,0,12,0,1,0,24,4,0,49,500,3,0,0,0,1,0,0,0,0,0,8,0,61,54,0,-1,27,0,0,19
21988,19646,19646,0,0,0,0,0,0,11,1140503,0,3,0,21,0,43,0,0,0,28,0,528,0,57,-1,27,35,0,0,0,20,9,0,52,0,20,55,12,0,40,40,223101,34,2028,15,28,55,0,-1,0,5517,33,62,0,175,0,0,-1,50,0,152444,5,0,0,32,51,35,0,0,70,0,0,0,0,56,1,31089,7,53,1,-1,33,28,1,0,205,0,0,0,49,61,29,42,0,-1,0,0,7,3,0,1,0,0,161517,1,0,14,1,0,3,42,3,0,57,31089,0,13,0,1,0,22,3,0,50,500,3,0,0,0,1,0,0,0,0,0,1,0,62,54,0,-1,28,0,0,3
2673,6216,2675,2675,0,0,0,0,0,11,1140503,0,21,0,26,0,44,0,0,0,28,0,610,0,64,-1,24,31,0,0,0,15,14,0,51,0,23,56,13,0,42,35,223101,30,2028,19,29,54,0,-1,0,6016,32,62,0,163,0,0,-1,57,0,152444,5,0,0,26,55,31,0,0,60,0,0,0,0,57,1,31090,13,55,1,-1,28,21,1,0,206,0,0,0,42,61,26,48,0,-1,0,0,15,9,0,1,0,0,161517,1,0,14,1,0,3,53,4,0,61,31090,0,15,0,1,0,22,4,0,51,500,3,0,0,0,1,0,0,0,0,0,9,0,62,51,0,-1,28,0,0,21
40599,25604,25604,0,0,0,0,0,0,11,1140503,0,2,0,24,0,43,0,0,0,24,0,508,0,64,-1,25,35,0,0,0,18,9,0,52,0,27,56,8,0,46,43,223101,32,2028,16,28,53,0,-1,0,5506,34,56,0,174,0,0,-1,50,0,152444,5,0,0,33,52,31,0,0,72,0,0,0,0,61,1,31091,8,55,1,-1,32,27,1,0,207,0,0,0,46,62,29,46,0,-1,0,0,8,1,0,1,0,0,161517,1,0,14,1,0,3,48,2,0,62,31091,0,6,0,1,0,21,1,0,51,500,3,0,0,0,1,0,0,0,0,0,2,0,59,52,0,-1,22,0,0,5
